"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_6.2853",35.9270747435457,-1.12300083958741,0.293980338110879,-3.81998621677842,0.000133459131723735,0.00607762418487011,"sp|Q06725|N2F1A_DANRE",2.87e-80,"Nuclear receptor subfamily 2 group F member 1-A OS=Danio rerio GN=nr2f1a PE=2 SV=1","tr|A0A2B4RXG2|A0A2B4RXG2_STYPI",0,"COUP transcription factor 2 OS=Stylophora pistillata GN=Nr2f2 PE=4 SV=1","ref|XP_020604622.1|",0,"nuclear receptor subfamily 2 group C member 1-like [Orbicella faveolata]","GO:0005634; GO:0004879; GO:0043565; GO:0003707; GO:0008270; GO:0001935; GO:0006351; GO:0001944","GO:0005634; GO:0003700; GO:0043565; GO:0003707; GO:0008270; GO:0006351"
"evm.TU.chromosome_13.1578",248.989494556136,0.684226613013958,0.179628400179452,3.80912267954513,0.000139460753410186,0.00631995316673478,"sp|Q5U231|ZFR_XENTR",2.21e-98,"Zinc finger RNA-binding protein OS=Xenopus tropicalis GN=zfr PE=2 SV=1","tr|A0A2B4RLN6|A0A2B4RLN6_STYPI",0,"Zinc finger RNA-binding protein OS=Stylophora pistillata GN=ZFR PE=4 SV=1","ref|XP_020603163.1|",0,"zinc finger RNA-binding protein-like [Orbicella faveolata]","GO:0005737; GO:0005634; GO:0003677; GO:0003723; GO:0008270; GO:0007275","GO:0003676; GO:0008270"
"evm.TU.chromosome_14.6858",6.97602046586634,2.01093470669536,0.52890468551702,3.80207391191781,0.00014348990343033,0.00647097671295032,"sp|Q9R088|KITM_MOUSE",2.38e-72,"Thymidine kinase 2, mitochondrial OS=Mus musculus GN=Tk2 PE=1 SV=2","tr|A7RPV7|A7RPV7_NEMVE",3.2e-116,"Predicted protein OS=Nematostella vectensis GN=v1g226402 PE=4 SV=1","ref|XP_020607427.1|",8.88e-177,"thymidine kinase 2, mitochondrial-like isoform X1 [Orbicella faveolata]","GO:0005743; GO:0005739; GO:0005524; GO:0004797; GO:0009262; GO:0071897; GO:0032042; GO:0006264","GO:0005524; GO:0019206"
"evm.TU.chromosome_7.1736",17.7333984417951,-1.1200676434719,0.29468850356283,-3.80085286643389,0.000144198910527878,0.00647153564639609,"sp|Q6DF07|PDC10_XENTR",1.63e-59,"Programmed cell death protein 10 OS=Xenopus tropicalis GN=pdcd10 PE=2 SV=1","tr|A0A2B4S9B9|A0A2B4S9B9_STYPI",7.86e-102,"Programmed cell death protein 10 OS=Stylophora pistillata GN=pdcd10 PE=4 SV=1","ref|XP_022791574.1|",2.67e-132,"programmed cell death protein 10-like [Stylophora pistillata]","GO:0000139; GO:0005886; GO:0001525; GO:0006915",""
"evm.TU.chromosome_5.934",354.84008777239,0.845098186379894,0.222884490793497,3.7916419548585,0.00014965456700666,0.00668409099755705,"sp|B4PEU8|RS9_DROYA",5.78e-112,"40S ribosomal protein S9 OS=Drosophila yakuba GN=RpS9 PE=2 SV=1","tr|A0A2B4SD17|A0A2B4SD17_STYPI",4.72e-129,"40S ribosomal protein S9 OS=Stylophora pistillata GN=Rps9 PE=4 SV=1","gb|PFX26943.1|",7.31e-129,"40S ribosomal protein S9 [Stylophora pistillata]","GO:0000228; GO:0005730; GO:0015935; GO:0019843; GO:0003735; GO:0006412","GO:0015935; GO:0019843; GO:0003735; GO:0006412"
"evm.TU.chromosome_10.1296",23.7612614649885,1.35664144859905,0.358085530829489,3.7885961084673,0.000151500983590482,0.00673418247634249,"sp|Q9YHY6|CND1_XENLA",0,"Condensin complex subunit 1 OS=Xenopus laevis GN=ncapd2 PE=1 SV=1","tr|A0A2B4SCH0|A0A2B4SCH0_STYPI",0,"Condensin complex subunit 1 OS=Stylophora pistillata GN=ncapd2 PE=4 SV=1","ref|XP_022789842.1|",0,"condensin complex subunit 1-like isoform X2 [Stylophora pistillata]","GO:0005694; GO:0005829; GO:0005634; GO:0051301; GO:0007076","GO:0005634; GO:0007076"
"evm.TU.chromosome_10.1373",12.8255667485109,1.46829571421141,0.388208621242189,3.78223365960592,0.000155427359464669,0.00681605019631953,"sp|P0C6Y7|PRDM9_RAT",5.57e-31,"Histone-lysine N-methyltransferase PRDM9 OS=Rattus norvegicus GN=Prdm9 PE=3 SV=1","tr|A0A2B4SL26|A0A2B4SL26_STYPI",2.34e-43,"Testis-expressed sequence 9 protein OS=Stylophora pistillata GN=Tex9 PE=4 SV=1","ref|XP_020625631.1|",0,"uncharacterized protein LOC110063018 [Orbicella faveolata]","GO:0005694; GO:0005634; GO:0042800; GO:0046872; GO:0010844; GO:0043565; GO:0034968; GO:0016571; GO:0006311; GO:0060903; GO:0010845; GO:0045944; GO:0007283; GO:0006351","GO:0003676"
"evm.TU.chromosome_5.102",40.2646369774095,0.868076560286157,0.229424496387559,3.78371348288696,0.00015450567901884,0.00681605019631953,"sp|Q5XG24|RNP1A_XENLA",1.43e-34,"RNA-binding protein with serine-rich domain 1-A OS=Xenopus laevis GN=rnps1-a PE=2 SV=1","tr|A0A2B4RTT5|A0A2B4RTT5_STYPI",4.92e-55,"Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase LOGL1 OS=Stylophora pistillata GN=LOGL1 PE=4 SV=1","ref|XP_020626147.1|",2.23e-57,"RNA-binding protein with serine-rich domain 1-A-like [Orbicella faveolata]","GO:0005737; GO:0016607; GO:0003723; GO:0006397; GO:0008380","GO:0016787; GO:0003723"
"evm.TU.chromosome_8.382",9.44316873232408,-1.54845799584995,0.409423237629957,-3.78204716667663,0.000155543879614611,0.00681605019631953,"sp|Q5VV43|K0319_HUMAN",6.32e-06,"Dyslexia-associated protein KIAA0319 OS=Homo sapiens GN=KIAA0319 PE=1 SV=1","tr|A0A2B4RQP4|A0A2B4RQP4_STYPI",0,"Dyslexia-associated protein KIAA0319 OS=Stylophora pistillata GN=AWC38_SpisGene16746 PE=4 SV=1","ref|XP_020617839.1|",0,"uncharacterized protein LOC110055778 [Orbicella faveolata]","GO:0030665; GO:0005769; GO:0031901; GO:0016021; GO:0043231; GO:0005886; GO:0061024; GO:2000171; GO:0001764","GO:0016021"
"evm.TU.chromosome_12.2047",56.9587558488587,0.842768531651649,0.22349901152598,3.77079310506787,0.000162729547583673,0.00706428736940337,"sp|Q8WXF0|SRS12_HUMAN",1.25e-48,"Serine/arginine-rich splicing factor 12 OS=Homo sapiens GN=SRSF12 PE=2 SV=1","tr|A0A2B4S7H9|A0A2B4S7H9_STYPI",5.5e-71,"Serine/arginine-rich splicing factor 12 OS=Stylophora pistillata GN=SRSF12 PE=4 SV=1","ref|XP_015775713.1|",3.46e-77,"PREDICTED: serine/arginine-rich splicing factor 10-like isoform X1 [Acropora digitifera]","GO:0005654; GO:0003723; GO:0050733; GO:0051082; GO:0000395; GO:0048025; GO:0000381; GO:0000244","GO:0003723"
"evm.TU.chromosome_1.1801",32.1144626169997,4.2622923605802,1.13153453573202,3.76682480824399,0.00016533693597776,0.00707824947112161,"sp|Q9U8W8|TL5A_TACTR",1.63e-52,"Techylectin-5A OS=Tachypleus tridentatus PE=1 SV=1","tr|A0A2B4RV24|A0A2B4RV24_STYPI",4.98e-71,"Fibrinogen-like protein 1 OS=Stylophora pistillata GN=FGL1 PE=4 SV=1","ref|XP_020632054.1|",0,"angiopoietin-related protein 7-like [Orbicella faveolata]","GO:0005576; GO:0030246; GO:0046872; GO:0098609","GO:0016020"
"evm.TU.chromosome_11.1018",18.8627662435987,1.11899876528959,0.297049046714997,3.76705051796786,0.000165187584260688,0.00707824947112161,"sp|Q8UVR5|BAZ1A_XENLA",5.61e-34,"Bromodomain adjacent to zinc finger domain protein 1A (Fragment) OS=Xenopus laevis GN=baz1a PE=2 SV=1","tr|A0A2B4SMH4|A0A2B4SMH4_STYPI",0,"Bromodomain adjacent to zinc finger domain protein 1A OS=Stylophora pistillata GN=Baz1a PE=4 SV=1","ref|XP_020627851.1|",0,"bromodomain adjacent to zinc finger domain protein 1A-like [Orbicella faveolata]","GO:0005634; GO:0046872; GO:0006338; GO:0006355; GO:0006351","GO:0005634; GO:0046872"
"evm.TU.chromosome_6.2384",23.248664353426,1.64578200842636,0.436802653894108,3.76779306113222,0.000164697139937593,0.00707824947112161,"sp|O08747|UNC5C_MOUSE",5.82e-09,"Netrin receptor UNC5C OS=Mus musculus GN=Unc5c PE=1 SV=1","tr|A0A2B4RX21|A0A2B4RX21_STYPI",0,"Netrin receptor UNC5B OS=Stylophora pistillata GN=Unc5b PE=4 SV=1","gb|PFX20795.1|",0,"uncharacterized protein LOC111336428 [Stylophora pistillata]","GO:0030054; GO:0016021; GO:0043005; GO:0005886; GO:0045202; GO:0005042; GO:0033564; GO:0006915; GO:0007411; GO:0007420; GO:0043065; GO:0030334","GO:0016021"
"evm.TU.chromosome_7.1260",12.0477046982904,1.17462006431238,0.312061177452594,3.76406983368131,0.000167170166164007,0.00712390295258543,NA,NA,NA,"tr|A0A2B4S9R1|A0A2B4S9R1_STYPI",8.83e-120,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene10121 PE=4 SV=1","gb|PFX25272.1|",1.37e-119,"uncharacterized protein LOC111330605 [Stylophora pistillata]",NA,""
"evm.TU.chromosome_13.1194",142.93437820673,0.578655859973636,0.153889684860355,3.76019913549586,0.000169778154307993,0.00720200481059935,"sp|A7RSH7|EIF3J_NEMVE",1.03e-52,"Eukaryotic translation initiation factor 3 subunit J OS=Nematostella vectensis GN=v1g240395 PE=3 SV=1","tr|A0A2B4SZB0|A0A2B4SZB0_STYPI",1.13e-117,"Eukaryotic translation initiation factor 3 subunit J OS=Stylophora pistillata GN=AWC38_SpisGene644 PE=4 SV=1","ref|XP_020625917.1|",1.27e-136,"eukaryotic translation initiation factor 3 subunit J-like isoform X3 [Orbicella faveolata]","GO:0005852; GO:0003743","GO:0016282; GO:0033290; GO:0005852; GO:0003743; GO:0001731; GO:0006446"
"evm.TU.chromosome_10.2427",8.86808995737356,2.15148979386198,0.573736697041316,3.74996022558245,0.000176862621069279,0.00745160367342845,"sp|Q6PEI7|PYRG1_DANRE",0,"CTP synthase 1 OS=Danio rerio GN=ctps1 PE=1 SV=1","tr|A0A2B4SH75|A0A2B4SH75_STYPI",0,"CTP synthase 1 OS=Stylophora pistillata GN=ctps1 PE=4 SV=1","gb|PFX28716.1|",0,"CTP synthase 1-like [Stylophora pistillata]","GO:0005524; GO:0003883; GO:0044210; GO:0006241; GO:0006541","GO:0005524; GO:0003883; GO:0044210; GO:0006541"
"evm.TU.chromosome_13.577",22.9207335086666,-1.13721032734429,0.303490614098142,-3.74710213270893,0.000178889262475126,0.00748595156934199,NA,NA,NA,"tr|A0A2B4SRW5|A0A2B4SRW5_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene3399 PE=4 SV=1","ref|XP_020631916.1|",0,"uncharacterized protein LOC110068844 [Orbicella faveolata]",NA,"GO:0016021"
"evm.TU.chromosome_13.1379",11.4113287779687,1.51907194647278,0.406667003717507,3.7354197232289,0.000187402356191486,0.00780703089246144,"sp|A1L3F4|MEX3B_XENLA",8.16e-125,"RNA-binding protein MEX3B OS=Xenopus laevis GN=mex3b PE=2 SV=1","tr|A0A2B4T1D0|A0A2B4T1D0_STYPI",0,"RNA-binding protein MEX3B OS=Stylophora pistillata GN=mex3b PE=4 SV=1","ref|XP_020608118.1|",0,"RNA-binding protein MEX3B-like [Orbicella faveolata]","GO:0005634; GO:0000932; GO:0046872; GO:0003723","GO:0003723"
"evm.TU.chromosome_7.143",9.21008164190066,1.72825177117522,0.462860315360204,3.73385169093676,0.000188573563186414,0.00782075179465084,"sp|Q5U3G1|COL11_DANRE",1.49e-10,"Collectin-11 OS=Danio rerio GN=colec11 PE=2 SV=1","tr|A0A2B4SVX8|A0A2B4SVX8_STYPI",7.39e-151,"Tumor necrosis factor ligand superfamily member 10 OS=Stylophora pistillata GN=TNFSF10 PE=4 SV=1","ref|XP_020603215.1|",0,"uncharacterized protein LOC110042211 [Orbicella faveolata]","GO:0005581; GO:0005576; GO:0005537; GO:0032502; GO:0001755","GO:0016021; GO:0005164; GO:0006955"
"evm.TU.chromosome_14.7017",55.4656267505772,0.886851939126889,0.23764241401864,3.73187565354949,0.000190059319512,0.0078473381256288,"sp|Q8CGC6|RBM28_MOUSE",1.1e-52,"RNA-binding protein 28 OS=Mus musculus GN=Rbm28 PE=1 SV=4","tr|A0A2B4SW49|A0A2B4SW49_STYPI",1.44e-176,"RNA-binding protein 28 OS=Stylophora pistillata GN=Rbm28 PE=4 SV=1","ref|XP_020632236.1|",0,"RNA-binding protein 28-like [Orbicella faveolata]","GO:0005730; GO:0005681; GO:0003723; GO:0006397; GO:0008380","GO:0003723"
"evm.TU.chromosome_10.1579",14.1512399543224,-1.45460708578423,0.390517105254741,-3.72482297500224,0.000195452330417753,0.00796716253818571,"sp|Q8CJF7|ELYS_MOUSE",1.89e-42,"Protein ELYS OS=Mus musculus GN=Ahctf1 PE=1 SV=1","tr|A0A2B4S357|A0A2B4S357_STYPI",0,"Protein ELYS OS=Stylophora pistillata GN=ahctf1 PE=4 SV=1","ref|XP_020605497.1|",0,"protein ELYS-like [Orbicella faveolata]","GO:0000785; GO:0000777; GO:0005737; GO:0016363; GO:0031965; GO:0031080; GO:0005654; GO:0005634; GO:0003677; GO:0003700; GO:0000910; GO:0030097; GO:0051028; GO:0051292; GO:0015031; GO:0006355; GO:0006351",""
"evm.TU.chromosome_12.2313",56.180886319631,1.05836893570577,0.284147455081164,3.72471727893343,0.000195534236674525,0.00796716253818571,"sp|O15078|CE290_HUMAN",0,"Centrosomal protein of 290 kDa OS=Homo sapiens GN=CEP290 PE=1 SV=2","tr|A0A2B4RNB3|A0A2B4RNB3_STYPI",0,"Centrosomal protein of 290 kDa OS=Stylophora pistillata GN=CEP290 PE=4 SV=1","ref|XP_020616571.1|",0,"centrosomal protein of 290 kDa-like [Orbicella faveolata]","GO:0034451; GO:0005814; GO:0005813; GO:0036064; GO:0035869; GO:0005737; GO:0005829; GO:0005576; GO:0016020; GO:0036038; GO:0005634; GO:0032391; GO:0043234; GO:0035580; GO:0042802; GO:0097711; GO:0060271; GO:0042462; GO:0000086; GO:0030902; GO:0043312; GO:0030916; GO:0090316; GO:0045893; GO:0048793; GO:0015031; GO:0070201; GO:0010389","GO:0005813; GO:0005634; GO:0060271"
"evm.TU.chromosome_10.2619",7.75532094251372,1.59437565075739,0.428708814614228,3.7190176558233,0.000199999073426728,0.00804325277980219,"sp|Q6DHR8|NGBR_DANRE",1.23e-56,"Dehydrodolichyl diphosphate synthase complex subunit nus1 OS=Danio rerio GN=nus1 PE=2 SV=1","tr|A0A2B4SYE5|A0A2B4SYE5_STYPI",1.33e-154,"Nogo-B receptor OS=Stylophora pistillata GN=Nus1 PE=4 SV=1","ref|XP_020622754.1|",1.02e-170,"dehydrodolichyl diphosphate synthase complex subunit nus1-like isoform X2 [Orbicella faveolata]","GO:0005789; GO:0016021; GO:0016765; GO:0006486; GO:0002040","GO:0016021; GO:0016765"
"evm.TU.chromosome_12.3815",3.92892611415557,3.33432832720625,0.896316750080661,3.72003348917242,0.000199196363168919,0.00804325277980219,"sp|A0JPI9|LR74A_RAT",3.61e-76,"Leucine-rich repeat-containing protein 74A OS=Rattus norvegicus GN=Lrrc74a PE=2 SV=1","tr|A0A2B4SU29|A0A2B4SU29_STYPI",0,"Leucine-rich repeat-containing protein LOC400891-like OS=Stylophora pistillata GN=AWC38_SpisGene3027 PE=4 SV=1","ref|XP_020615419.1|",0,"leucine-rich repeat-containing protein 74B-like [Orbicella faveolata]","","GO:0005509"
"evm.TU.chromosome_2.1221",17.1918794122274,3.76470407001719,1.01218447403238,3.71938531621534,0.000199708198370138,0.00804325277980219,"sp|P12111|CO6A3_HUMAN",8.2e-27,"Collagen alpha-3(VI) chain OS=Homo sapiens GN=COL6A3 PE=1 SV=5","tr|A0A2B4RE89|A0A2B4RE89_STYPI",8.44e-33,"Collagen alpha-1(XXI) chain OS=Stylophora pistillata GN=COL21A1 PE=4 SV=1","gb|PFX15129.1|",1.31e-32,"Collagen alpha-1(XXI) chain [Stylophora pistillata]","GO:0005589; GO:0005788; GO:0070062; GO:0031012; GO:0005576; GO:0005615; GO:1903561; GO:0005578; GO:0042383; GO:0004867; GO:0007155; GO:0030574; GO:0030198; GO:0007517","GO:0005581"
"evm.TU.chromosome_10.146",129.870159083416,0.738513209757966,0.19897551543992,3.711578322213,0.000205970913819329,0.00824771460940328,"sp|Q6Y7W8|GGYF2_MOUSE",1.41e-113,"GRB10-interacting GYF protein 2 OS=Mus musculus GN=Gigyf2 PE=1 SV=2","tr|A0A2B4SAV8|A0A2B4SAV8_STYPI",0,"PERQ amino acid-rich with GYF domain-containing protein 2 OS=Stylophora pistillata GN=Gigyf2 PE=4 SV=1","gb|PFX27804.1|",0,"GRB10-interacting GYF protein 2-like [Stylophora pistillata]","GO:0005737; GO:0010494; GO:0005829; GO:0005783; GO:0005768; GO:0005794; GO:0016021; GO:0043204; GO:0043234; GO:1990635; GO:0031982; GO:0045296; GO:0070064; GO:0008344; GO:0044267; GO:0007631; GO:0048873; GO:0048009; GO:0031571; GO:0061157; GO:0035264; GO:0050881; GO:0017148; GO:0050885; GO:0009791; GO:0016441; GO:0021522",""
"evm.TU.chromosome_12.2046",14.6482136258174,2.04911427604029,0.55348130973823,3.70222849441731,0.000213714011472755,0.00852104363339867,"sp|Q14493|SLBP_HUMAN",1.33e-20,"Histone RNA hairpin-binding protein OS=Homo sapiens GN=SLBP PE=1 SV=1","tr|A0A2B4S4E3|A0A2B4S4E3_STYPI",3.72e-132,"Histone RNA hairpin-binding protein OS=Stylophora pistillata GN=slbp1 PE=4 SV=1","ref|XP_020629171.1|",1.86e-171,"histone RNA hairpin-binding protein-like isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0071204; GO:0030529; GO:0005730; GO:0005654; GO:0005634; GO:0071208; GO:0071207; GO:0003729; GO:0003723; GO:0044770; GO:0008334; GO:0006398; GO:0006406; GO:0051028; GO:0033260; GO:0006369","GO:0003729"
"evm.TU.chromosome_10.2373",16.932243937253,1.6825869904141,0.455028805241934,3.69775928695215,0.000217510999712201,0.00863537259541174,"sp|Q8IUF8|RIOX2_HUMAN",1.59e-58,"Ribosomal oxygenase 2 OS=Homo sapiens GN=RIOX2 PE=1 SV=1","tr|T2M9L5|T2M9L5_HYDVU",6.77e-83,"MYC-induced nuclear antigen OS=Hydra vulgaris GN=MINA PE=2 SV=1","ref|XP_020623253.1|",0,"bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA-like [Orbicella faveolata]","GO:0005829; GO:0005730; GO:0005654; GO:0005634; GO:0005667; GO:0032452; GO:0051864; GO:0032453; GO:0042802; GO:0046872; GO:0001191; GO:0006338; GO:0045892; GO:0030961; GO:0042254; GO:0006351",""
"evm.TU.chromosome_8.2412",34.3773850782662,-2.32195443835864,0.62848066130226,-3.69455192709887,0.000220274876537298,0.00870788767247448,"sp|Q92038|ACOD_CYPCA",1.21e-122,"Acyl-CoA desaturase OS=Cyprinus carpio PE=2 SV=2","tr|A0A2B4RAF9|A0A2B4RAF9_STYPI",0,"Acyl-CoA desaturase OS=Stylophora pistillata GN=2 PE=4 SV=1","ref|XP_020610221.1|",0,"stearoyl-CoA desaturase 5-like [Orbicella faveolata]","GO:0005789; GO:0016021; GO:0005506; GO:0016491; GO:0004768; GO:0006636","GO:0016021; GO:0016717; GO:0006633"
"evm.TU.chromosome_12.4114",17.5708394456413,-2.0817687471573,0.563962638448307,-3.69132386656872,0.000223089858236292,0.00870800328997964,"sp|Q19269|NAS14_CAEEL",5.97e-44,"Zinc metalloproteinase nas-14 OS=Caenorhabditis elegans GN=nas-14 PE=2 SV=2","tr|A7S4I5|A7S4I5_NEMVE",2.23e-90,"Metalloendopeptidase (Fragment) OS=Nematostella vectensis GN=v1g104208 PE=3 SV=1","ref|XP_020619527.1|",8.5e-170,"zinc metalloproteinase nas-14-like [Orbicella faveolata]","GO:0005576; GO:0004222; GO:0008270","GO:0004222; GO:0008270"
"evm.TU.chromosome_8.399",21.1431607355813,-1.24204622346849,0.336333637625107,-3.69289920639141,0.000221711914360466,0.00870800328997964,"sp|O15118|NPC1_HUMAN",0,"Niemann-Pick C1 protein OS=Homo sapiens GN=NPC1 PE=1 SV=2","tr|A0A2B4RDP3|A0A2B4RDP3_STYPI",0,"Niemann-Pick C1 protein OS=Stylophora pistillata GN=NPC1 PE=4 SV=1","ref|XP_022804926.1|",0,"Niemann-Pick C1 protein-like [Stylophora pistillata]","GO:0005783; GO:0070062; GO:0005576; GO:0005794; GO:0016021; GO:0005887; GO:0031902; GO:0005765; GO:0005764; GO:0016020; GO:0045121; GO:0005635; GO:0048471; GO:0015485; GO:0004872; GO:0015248; GO:0004888; GO:0001618; GO:0007628; GO:0006914; GO:0008206; GO:0071404; GO:0071383; GO:0033344; GO:0042632; GO:0008203; GO:0030301; GO:0006897; GO:0090150; GO:0034383; GO:0007041; GO:0031579; GO:0060548; GO:0016242; GO:2000189; GO:0006486; GO:0046686; GO:0042493; GO:0046718","GO:0016021"
"evm.TU.chromosome_12.2502",10.9715094036037,1.60373665856327,0.43458872678495,3.69023989744874,0.000224042666592808,0.00870860406965351,"sp|P51958|CDK1_CARAU",6.22e-155,"Cyclin-dependent kinase 1 OS=Carassius auratus GN=cdk1 PE=2 SV=1","tr|A0A2B4RQB0|A0A2B4RQB0_STYPI",0,"Cyclin-dependent kinase 1 OS=Stylophora pistillata GN=cdk1 PE=4 SV=1","ref|XP_020629305.1|",0,"cyclin-dependent kinase 1-like [Orbicella faveolata]","GO:0005737; GO:0005815; GO:0005634; GO:0005524; GO:0004693; GO:0008353; GO:0007049; GO:0051301","GO:0005524; GO:0004674"
"evm.TU.chromosome_3.396",20.3981260709571,-1.45080698626342,0.393964703234744,-3.68258114077533,0.000230884345077811,0.00893714819072028,"sp|A2AX52|CO6A4_MOUSE",2.62e-68,"Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2","tr|A0A2B4SNT7|A0A2B4SNT7_STYPI",0,"Collagen alpha-4(VI) chain OS=Stylophora pistillata GN=Col6a4 PE=4 SV=1","ref|XP_022782081.1|",0,"uncharacterized protein LOC111323065 [Stylophora pistillata]","GO:0005581; GO:0005576; GO:0043234; GO:0005578; GO:0007155; GO:0070208","GO:0005581"
"evm.TU.chromosome_10.2484",25.0154447203556,1.30453937592386,0.354689009876452,3.67798082150408,0.000235087631268403,0.00902464501852673,"sp|Q7TMK9|HNRPQ_MOUSE",1.07e-180,"Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=2","tr|A0A2B4T1E5|A0A2B4T1E5_STYPI",0,"Heterogeneous nuclear ribonucleoprotein Q OS=Stylophora pistillata GN=Syncrip PE=4 SV=1","ref|XP_020630777.1|",0,"uncharacterized protein LOC110067786 [Orbicella faveolata]","GO:0071013; GO:0070937; GO:0005737; GO:0005783; GO:0097452; GO:0071204; GO:0030529; GO:0005654; GO:0008143; GO:0071346; GO:0070934; GO:0006397; GO:0017148; GO:0008380","GO:0030529; GO:0019013; GO:0003723"
"evm.TU.chromosome_2.1337",30.3416466355888,1.19005152951888,0.323511407941017,3.67854579562726,0.000234567576806867,0.00902464501852673,"sp|Q9UPQ7|PZRN3_HUMAN",4.45e-62,"E3 ubiquitin-protein ligase PDZRN3 OS=Homo sapiens GN=PDZRN3 PE=1 SV=2","tr|A0A2B4RY16|A0A2B4RY16_STYPI",0,"E3 ubiquitin-protein ligase PDZRN3 OS=Stylophora pistillata GN=PDZRN3 PE=4 SV=1","ref|XP_020602086.1|",0,"E3 ubiquitin-protein ligase PDZRN3-like [Orbicella faveolata]","GO:0030054; GO:0005829; GO:0031594; GO:0005654; GO:0005634; GO:0061630; GO:0004842; GO:0008270; GO:0007528; GO:0016567","GO:0016874; GO:0004842"
"evm.TU.chromosome_6.851",56.0013736303885,0.985371906991271,0.268351787684418,3.67194090821586,0.000240715348591423,0.00920265674244577,"sp|Q69ZR9|TASOR_MOUSE",2.25e-43,"Protein TASOR OS=Mus musculus GN=Fam208a PE=1 SV=2","tr|A0A2B4SU82|A0A2B4SU82_STYPI",0,"Protein FAM208A OS=Stylophora pistillata GN=FAM208A PE=4 SV=1","ref|XP_020603190.1|",0,"uncharacterized protein LOC110042170 [Orbicella faveolata]","GO:0005694; GO:0005654; GO:0006355; GO:0006351",""
"evm.TU.chromosome_9.1717",26.7462059999692,-1.2334073607813,0.336987790793226,-3.66009509685208,0.00025212166181177,0.00952117983020871,"sp|Q5XJ85|MYD88_DANRE",1.66e-34,"Myeloid differentiation primary response protein MyD88 OS=Danio rerio GN=myd88 PE=2 SV=2","tr|A0A2B4RVP2|A0A2B4RVP2_STYPI",2.65e-107,"Myeloid differentiation primary response protein MyD88 OS=Stylophora pistillata GN=myd88 PE=4 SV=1","ref|XP_020625016.1|",3.85e-132,"myeloid differentiation primary response protein MyD88-A-like [Orbicella faveolata]","GO:0005737; GO:0070976; GO:0002218; GO:0042742; GO:0006954; GO:0045087; GO:0002755; GO:0030593; GO:1901534; GO:0043123; GO:1901532; GO:0002237","GO:0007165"
"evm.TU.chromosome_14.5472",24.3192508274946,-0.802024208340144,0.219263733340023,-3.65780604080295,0.000254383429171667,0.00956694901115412,"sp|E2RDZ6|SIR5_CANLF",5.47e-134,"NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Canis lupus familiaris GN=SIRT5 PE=3 SV=1","tr|A0A2B4S9D0|A0A2B4S9D0_STYPI",0,"NAD-dependent protein deacylase sirtuin-5, mitochondrial OS=Stylophora pistillata GN=SIRT5 PE=4 SV=1","gb|PFX25188.1|",0,"NAD-dependent protein deacylase-like [Stylophora pistillata]","GO:0005829; GO:0005743; GO:0005758; GO:0005759; GO:0005739; GO:0005634; GO:0070403; GO:0061697; GO:0036054; GO:0036055; GO:0008270; GO:2000378; GO:0006476; GO:0036046; GO:0036048; GO:0010566","GO:0005739; GO:0070403; GO:0034979; GO:0036054; GO:0036055; GO:0008270"
